port_locode,country_code,location_code,port_name,function,status,coordinates
SIZET,SI,ZET,Zetale,1----6--,RL,4616N 01547E
SIZGB,SI,ZGB,Zgornja Besnica,1----6--,RL,4616N 01417E
SIZGK,SI,ZGK,Zgornja Korena,1----6--,RL,4631N 01545E
SIZGL,SI,ZGL,Zgornja Loznica,1----6--,RL,4620N 01539E
SIZGP,SI,ZGP,Zgornja Polskava,1----6--,RL,4625N 01536E
SIZGV,SI,ZGV,Zgornja Velka,1----6--,RL,4640N 01546E
SIZID,SI,ZID,Zidani Most,1----6--,RL,4605N 01510E
SIZIR,SI,ZIR,Zirovnica,1----6--,RL,4624N 01408E
SIZUZ,SI,ZUZ,Zuzemberk,1----6--,RL,4550N 01455E
SJBAR,SJ,BAR,Barentsburg,1-------,AA,7804N 01412E
SJLYR,SJ,LYR,Longyearbyen,1-34----,AI,7813N 01538E
SJNYA,SJ,NYA,Ny-Ålesund,1-------,AF,7856N 01157E
SJSVE,SJ,SVE,Sveagruva,1-------,AA,7751N 01639E
SKBAB,SK,BAB,Bratislava Port,1-------,AF,
SKBCK,SK,BCK,Beckov,1-------,RL,
SKDF4,SK,DF4,Spisský Stiavnik,1-3-----,RL,4900N 02022E
SKDVO,SK,DVO,Dvorniky,1----6--,RL,4836N 02050E
SKDXZ,SK,DXZ,Valaska,1-3-----,RL,4849N 01935E
SKFD3,SK,FD3,Krásno,1-3-----,RL,4836N 01819E
SKGLT,SK,GLT,Galanta,123-----,RL,4812N 01743E
SKHIL,SK,HIL,Mojmírovce,1-3-----,RL,4813N 01804E
SKK87,SK,K87,Sady nad Torysou,1-3-----,RL,4842N 02120E
SKKAO,SK,KAO,Kolárovo,123-----,RL,4754N 01759E
SKKNP,SK,KNP,Komarno Port,1-------,AF,
SKKVE,SK,KVE,Kvetoslavov,1----6--,RL,4803N 01721E
SKMAT,SK,MAT,Martovce,1-3-----,RL,4751N 01807E
SKMOD,SK,MOD,Modra,1----6--,RL,4820N 01719E
SKPLB,SK,PLB,Praha,1-------,RL,4822N 01931E
SKPOP,SK,POP,Poprad,1-------,RL,4903N 02018E
SKSLK,SK,SLK,Siladice,1----6--,RL,4822N 01745E
SKTBE,SK,TBE,Trencianske Bohuslavice,1-3-----,RL,
SKTEP,SK,TEP,Teplicka nad Vahom,1----6--,RL,4914N 01848E
SKTLM,SK,TLM,Tlmace,1-3-----,RL,4817N 01832E
SKTNA,SK,TNA,Trnava,123-----,RL,4822N 01735E
SKTUT,SK,TUT,Turcianske Teplice,1-3-----,RL,4852N 01852E
SKVZK,SK,VZK,Vel'ké Zlievce,1----6--,RL,4812N 01927E
SKXCV,SK,XCV,Malá Trna,1-3-----,RL,4827N 02141E
SKXXX,SK,XXX,RIS Inland waterways,1-------,AI,
SKZIA,SK,ZIA,Ziar nad Hronom,123-----,RL,4835N 01852E
SLBTE,SL,BTE,Bonthe,1--4----,AI,
SLFNA,SL,FNA,Freetown,1--45---,AI,
SLKSY,SL,KSY,Kissy,1-3--6--,AM,0828N 01311W
SLNIT,SL,NIT,Nitti,1-------,QQ,
SLPEP,SL,PEP,Pepel,1-------,QQ,
SLSBO,SL,SBO,Sherbro,1-------,QQ,
SMAQ8,SM,AQ8,Gualdicciolo,1-3-----,RL,4357N 01224E
SNDKR,SN,DKR,Dakar,1--45---,AI,
SNFOU,SN,FOU,Foundiougne,1-------,RL,
SNKLC,SN,KLC,Kaolack,1--4----,AI,
SNLYN,SN,LYN,Lyndiane,1-------,RL,
SNMBA,SN,MBA,M'bao Terminal,1-------,RL,
SNXLS,SN,XLS,Saint Louis,1--4----,AI,1602N 01630W
SNZIG,SN,ZIG,Ziguinchor,1--4----,AI,
SOBBO,SO,BBO,Berbera,1--4----,AI,
SOELM,SO,ELM,El Maan,1-3-----,RL,0210N 04536E
SOGHR,SO,GHR,Giohar,1-3-----,RL,0246N 04531E
SOGRC,SO,GRC,Garacad,1-3-----,RL,0656N 04919E
SOKMU,SO,KMU,Kismayu,1--4----,AI,
SOMER,SO,MER,Merca,1-------,QQ,
SOMGQ,SO,MGQ,Mogadishu,1--45---,AI,
SRABN,SR,ABN,Albina,1--4----,AI,
SRAGI,SR,AGI,Wageningen,1--4----,AI,
SRICK,SR,ICK,Nieuw Nickerie,1--4----,AI,
SRLLW,SR,LLW,Lelydorp,12---6--,RL,0542N 05514W
SRMOJ,SR,MOJ,Moengo,1--4----,AI,
SRPBM,SR,PBM,Paramaribo,1--45---,AI,
SRPRM,SR,PRM,Paranam,1-------,AI,
SRSMA,SR,SMA,Smalkalden,1-------,AI,
STPCP,ST,PCP,Principe,1--4----,AI,
STSAA,ST,SAA,Santo Antonio,1-------,RL,
STTMS,ST,TMS,Sao Tome Island,1--45---,AI,
SVAPO,SV,APO,Apopa,1----6--,RL,1348N 08910W
SVAQJ,SV,AQJ,Acajutla,1-3-----,AI,
SVBEL,SV,BEL,Belfast,1----6--,RL,
SVLLD,SV,LLD,La Libertad,1-3-----,RL,1329N 08919W
SVLUN,SV,LUN,La Union,1-------,AI,
SVMAN,SV,MAN,El Manzanillo,1----6--,RL,
SVMIR,SV,MIR,Miramar,1-------,RL,
SVNCU,SV,NCU,Nuevo Cuscatlan,1----6--,RL,1338N 08915W
SVNHZ,SV,NHZ,Nahuizalco,1-------,RL,
SVSAL,SV,SAL,San Salvador,1--45---,AI,
SVSSO,SV,SSO,Armenia,1----6--,RL,1344N 08929E
SVTUE,SV,TUE,Moncagua,1-------,RL,
SXGES,SX,GES,Gallis Bay,1-3-----,RL,1801N 06304W
SXMAR,SX,MAR,Marigot,1-------,RL,1804N 06304W
SXPHI,SX,PHI,Philipsburg,1-3-----,RL,1801N 06302W
SXSXM,SX,SXM,Sint-Maarten Apt,1--45---,AI,1803N 06307W
SYALD,SY,ALD,Al Ladhiqiyah,123-----,RL,3531N 03547E
SYARW,SY,ARW,Arwad,1-3-----,AI,3451N 03551E
SYBAN,SY,BAN,Baniyas,1-3-----,RL,3511N 03557E
SYBEN,SY,BEN,Banghazi,1-3-----,RL,3207N 02004E
SYDAM,SY,DAM,Damascus (Damas),1--45---,AI,
SYLTK,SY,LTK,Latakia,1--4----,AI,3531N 03547E
SYTAO,SY,TAO,Tartus Oil Terminal,1-------,RL,3458N 03553E
SYTTS,SY,TTS,Tartus,1-3-----,RL,3454N 03554E
SZ7DS,SZ,7DS,Sidvokodvo,1-3-----,RL,2637S 03127E
SZMAL,SZ,MAL,Malkerns,1-3-----,RL,2634S 03111E
SZNHL,SZ,NHL,Nhlangano,1-3-----,RL,2707S 03112E
TC9CB,TC,9CB,Cockburn Harbour,1-3-----,RL,2129N 07132W
TCGDT,TC,GDT,Grand Turk Island,1--45---,AI,
TCNCA,TC,NCA,North Caicos,1--4----,AI,
TCPLS,TC,PLS,Providenciales,1--4----,RL,
TCSLX,TC,SLX,Salt Cay,1--4----,AI,
TCXSC,TC,XSC,South Caicos,1--4----,AI,
TFPFR,TF,PFR,Port-aux-Français,1-------,AA,4920S 07013E
TGANE,TG,ANE,Aného,1-------,RL,0614N 00136E
TGKPE,TG,KPE,Kpeme,1-------,QQ,
TGLFW,TG,LFW,Lome,1--45---,AI,
THBAI,TH,BAI,Bangpoomai,1-3-----,RL,1332N 10040E
THBEN,TH,BEN,Benchamas,1-------,RL,1031N 10119E
THBKK,TH,BKK,Bangkok,12345---,AI,1345N 10031E
THBMT,TH,BMT,Bangkok Modern Terminals/Bangkok,1-3-----,RL,1336N 10035E
THBND,TH,BND,Ban Don,1-------,AA,0911N 09922E
THBNG,TH,BNG,Bangnara,1-------,AA,0626N 10150E
THBNK,TH,BNK,Ban Kantang,1-3-----,AA,0725N 09930E
THBNL,TH,BNL,Ban Laem,1-------,AA,1307N 10007E
THBPG,TH,BPG,Ban Pong,123-----,RL,1348N 09952E
THBPK,TH,BPK,Ban Prakop Customs House,1-3-----,AA,0628N 10043E
THBSP,TH,BSP,Bang Saphan,123-----,RL,1112N 09931E
THBTC,TH,BTC,Bangpakong Terminal,1-------,AA,1328N 10059E
THBTP,TH,BTP,Ban Talat Takua Pa,1-3-----,RL,0850N 09822E
THCHA,TH,CHA,Chanthaburi,1-------,AA,1218N 10214E
THCHS,TH,CHS,Chiang Saen Customs House,1-3-----,AA,2019N 10004E
THCHU,TH,CHU,Chumphon,1-3-----,AA,1026N 09916E
THECT,TH,ECT,Ekachai Container Terminal,1-------,AA,1335N 10019E
THERA,TH,ERA,Erawan,1-------,RL,0904N 10124E
THHOP,TH,HOP,Hoping,1-------,RL,2416N 12144E
THI6C,TH,I6C,T S Transport and Logistics,1-------,AA,1339N 10034E
THKAN,TH,KAN,Kantang,123-----,AA,0724N 09931E
THKHA,TH,KHA,Khanom,1-------,AA,0912N 09953E
THKLA,TH,KLA,Ko Lanta,1-------,AA,0803N 09854E
THKLY,TH,KLY,Khlong Yai,1-3-----,AA,1146N 10254E
THKPT,TH,KPT,Kamphaeng Phet,1-3-----,RL,1628N 09931E
THKRU,TH,KRU,Phra Khanong,1-3-----,RL,1342N 10036E
THKRV,TH,KRV,Krabi,1-------,AA,0804N 09844E
THKSI,TH,KSI,Ko Sichang,1-------,AA,1308N 10049E
THKSM,TH,KSM,Ko Samui,1-------,AA,0932N 09956E
THKYO,TH,KYO,Ko Yao,1-------,AA,0754N 09836E
THLAS,TH,LAS,Lang Suan,1-------,AA,0957N 09909E
THLCH,TH,LCH,Laem Chabang,1-3-----,RL,1305N 10053E
THMAT,TH,MAT,Map Ta Phut,1-3-----,AA,1239N 10118E
THMEK,TH,MEK,Mae Klong,1-------,AA,1322N 09959E
THNHP,TH,NHP,NH Prosperity,1-------,AA,1311N 10048E
THNIM,TH,NIM,Nim Port,1-------,AA,1336N 10034E
THNKT,TH,NKT,Nakhon Si Thammarat,1-------,AA,0914N 09952E
THNRW,TH,NRW,Narathiwat,1-------,AA,0625N 10149E
THPHA,TH,PHA,Phang-Nga,1-------,AA,0824N 09831E
THPKB,TH,PKB,Pakbara,1-------,AA,0652N 09943E
THPKN,TH,PKN,Pak Nam,1-------,AA,1336N 10034E
THPKP,TH,PKP,Pak Phanang,1-------,AA,0912N 09953E
THPKT,TH,PKT,Phuket Port,1-------,AA,0749N 09824E
THPLA,TH,PLA,Platong,1-------,RL,0939N 10128E
THPPA,TH,PPA,Phra Pradaeng,1-3-----,AA,1337N 10033E
THPPC,TH,PPC,Prachuap Port,1-------,AA,1112N 09935E
THPTN,TH,PTN,Pattani,1-------,AA,0653N 10116E
THPTR,TH,PTR,Photharam,123-----,RL,1341N 09951E
THPYT,TH,PYT,Phahon Yothin Customs House,12------,AA,1348N 10032E
THRNN,TH,RNN,Ranong,1-------,AA,0958N 09838E
THSAP,TH,SAP,Samut Prakan,1-3--6--,RL,1336N 10036E
THSAT,TH,SAT,Sattahip,1-------,AA,1238N 10055E
THSBP,TH,SBP,Siam Bangkok Port,1-3-----,AS,1339N 10033E
THSCS,TH,SCS,Sahathai Coastal Seaport,1-3-----,RL,1339N 10032E
THSGK,TH,SGK,Songkhla,1-3-----,AA,0714N 10034E
THSHT,TH,SHT,Actu-lum,1-------,AA,1339N 10033E
THSIC,TH,SIC,Sichon,1-------,AA,0901N 09955E
THSNT,TH,SNT,Satun,1-3-----,AA,0637N 10004E
THSRI,TH,SRI,Si Racha,123--6--,AA,1310N 10053E
THSSW,TH,SSW,Siamgas and Petrochemicals,1-------,AA,1338N 10033E
THTAB,TH,TAB,Tak Bai Customs House,1-3-----,AA,0615N 10203E
THTAC,TH,TAC,Tha Chaleap,1-------,AA,1235N 10153E
THTHA,TH,THA,Tha Sala,1-------,AA,0840N 09957E
THTPP,TH,TPP,Tungprong Pt,1-------,RL,1242N 10050E
THTRG,TH,TRG,Trang,1-------,AA,0733N 09936E
THUCT,TH,UCT,Unithai Container Terminal,1-3-----,AA,1335N 10035E
THURT,TH,URT,Surat Thani,1--4----,AA,0908N 09908E
TKAFU,TK,AFU,Atafu,1-------,AF,0832S 17231W
TKFKO,TK,FKO,Fakaofo,1-------,AF,0922S 17115W
TKNKU,TK,NKU,Nukunonu,1-------,AF,0910S 17151W
TLDIL,TL,DIL,Dili,1-34----,RL,0833S 12534E
TMALT,TM,ALT,Altyn Asyr,1----6--,RL,3753N 05822E
TMCHE,TM,CHE,Cheleken,1-3-----,RL,3924N 05308E
TMHAL,TM,HAL,Halach,1-3-----,RL,3804N 06453E
TMKRA,TM,KRA,Krasnovodsk,1-3-----,RL,4001N 05258E
TMKRW,TM,KRW,Turkmenbashi,1234----,AI,4001N 05258E
TMTMZ,TM,TMZ,Termez,1-------,AI,
TNARI,TN,ARI,Ariana,1----6--,RL,3651N 01011E
TNASH,TN,ASH,Ashtart Terminal,1-------,RL,
TNBIZ,TN,BIZ,Bizerte,1234----,QQ,
TNBJC,TN,BJC,Borj Cedria,1-3-----,RL,3642N 01024E
TNCHB,TN,CHB,Chebba,1-3-----,RL,3514N 01106E
TNDID,TN,DID,Didon,1-------,RL,3346N 01154E
TNDJE,TN,DJE,Djerba,1-34----,AI,
TNGAE,TN,GAE,Gabès,1--4----,AI,3353N 01007E
TNHMM,TN,HMM,Al Hammamat,123--6--,RL,3624N 01037E
TNJAR,TN,JAR,Jarjis,1-------,RL,3330N 01106W
TNKEB,TN,KEB,Kebili,1----6--,RL,3342N 00858E
TNKEM,TN,KEM,Ksibet el Médiouni,1-------,RL,3540N 01050E
TNLGN,TN,LGN,La Goulette Nord (Halqueloued),123-----,QQ,
TNLSK,TN,LSK,La Skhirra,123-----,QQ,
TNMAD,TN,MAD,Mahdia,123-----,RL,3530N 01103E
TNMBA,TN,MBA,Menzel Bourguiba,123-----,QQ,
TNOUD,TN,OUD,Oudna,1-------,RL,3616N 01139E
TNRDS,TN,RDS,Radès,123-----,RL,3646N 01016E
TNSFA,TN,SFA,Sfax,1234----,AI,
TNSLN,TN,SLN,Soliman,1-3-----,RL,3641N 01029E
TNSUS,TN,SUS,Sousse,1234----,QQ,
TNTAT,TN,TAT,Tazerka Terminal,1-------,RL,3636N 01141E
TNTUN,TN,TUN,Tunis,12345---,AI,
TNTZE,TN,TZE,Al Marsá,123--6--,RL,3653N 01020E
TNZRZ,TN,ZRZ,Zarzis,1-3-----,RL,3330N 01107E
TOHPA,TO,HPA,Ha'apai,1--4----,AI,
TONEI,TO,NEI,Neiafu,1-------,QQ,
TOPAN,TO,PAN,Pangai,1-------,RL,
TOTBU,TO,TBU,Nuku'alofa,1--45---,AI,2108S 17512W
TR9AK,TR,9AK,Pasaköy,1-3-----,RL,4101N 02916E
TRADA,TR,ADA,Adana,1--4----,AI,
TRADY,TR,ADY,Yumurtalik,1-------,RL,3646N 03547E
TRAKB,TR,AKB,Akçaabat,1-------,RL,4101N 03934E
TRAKC,TR,AKC,Akcansa,1-------,RL,4006N 02623E
TRAKD,TR,AKD,Akdeniz,1-------,RL,3652N 03442E
TRAKY,TR,AKY,Akçay,1-------,RL,3935N 02656E
TRALA,TR,ALA,Alanya,1-------,RL,3632N 03159E
TRALI,TR,ALI,Aliaga,1-------,RL,
TRAMA,TR,AMA,Amasra,1-------,RL,
TRAMR,TR,AMR,Ambarli,1-3-----,RL,4058N 02842E
TRANA,TR,ANA,Anamur,1-------,RL,3604N 03251E
TRAUT,TR,AUT,Yeniköy-Autoport,1-------,RL,4043N 02952E
TRAYA,TR,AYA,Ayancik,1-------,RL,4156N 03435E
TRAYD,TR,AYD,Altinkum,1-------,RL,
TRAYT,TR,AYT,Antalya,1234----,AI,3650N 03036E
TRAYV,TR,AYV,Ayvalik,1-------,RL,3919N 02641E
TRBBI,TR,BBI,Beylerbeyi,1-3-----,RL,4103N 02903E
TRBBP,TR,BBP,Baba Point,1-------,RL,3928N 02604E
TRBDM,TR,BDM,Bandirma,1234----,AI,4021N 02758E
TRBEY,TR,BEY,Beykoz,1-------,RN,
TRBHN,TR,BHN,Burhaniye,1-------,RN,
TRBOG,TR,BOG,Bogazagzi,1-------,QQ,
TRBOL,TR,BOL,Bolu,1-------,RN,
TRBOT,TR,BOT,Botas,1-------,AI,3649N 03610E
TRBTS,TR,BTS,Besiktas,1-3-----,RL,4103N 02901E
TRBUY,TR,BUY,Büyükçukur,1-------,RL,4104N 03558E
TRBXN,TR,BXN,Bodrum,1--4----,AI,3702N 02725E
TRBZB,TR,BZB,Bozburun,1-------,QQ,
TRBZC,TR,BZC,Bozcaada,1-------,RL,3950N 02604E
TRBZI,TR,BZI,Balikesir,1--4----,AI,
TRCAM,TR,CAM,Çamalti,1-------,RL,4139N 03223E
TRCES,TR,CES,Çesme,1-------,RL,3819N 02618E
TRCID,TR,CID,Cide,1-------,RL,4154N 03259E
TRCKZ,TR,CKZ,Çanakkale,1-------,AI,4009N 02624E
TRCUB,TR,CUB,Cubuklu,1-------,QQ,
TRDAR,TR,DAR,Darica,1-------,RL,
TRDAT,TR,DAT,Datça,1-------,RL,3645N 02740E
TRDIK,TR,DIK,Dikili,1-------,RL,3904N 02653E
TRDIL,TR,DIL,Diliskelesi,1-------,RN,
TRDRC,TR,DRC,Derince,1-3-----,QQ,
TRDYL,TR,DYL,Dörtyol,1-------,RN,3652N 03612E
TREDI,TR,EDI,Edirne,1-------,RL,
TREDO,TR,EDO,Edremit,1-34----,AI,3935N 02701E
TRENE,TR,ENE,Enez,1-------,RL,4043N 02604E
TRERE,TR,ERE,Eregli,1-3-----,RL,4117N 03124E
TRERK,TR,ERK,Erdek,1-------,RL,4023N 02747E
TREYP,TR,EYP,Evyap Port /Kocaeli,123-----,RL,4046N 02942E
TRFAS,TR,FAS,Fatsa,1-------,RL,4102N 03729E
TRFET,TR,FET,Fethiye,1-------,RL,3637N 02906E
TRFIN,TR,FIN,Finike,1-------,RL,3617N 03008E
TRFOC,TR,FOC,Foça,1-------,RL,3840N 02645E
TRFRZ,TR,FRZ,Firuzköy,1-3-----,RL,4100N 02842E
TRGCA,TR,GCA,Gokceada,1-------,RL,4011N 02555E
TRGCK,TR,GCK,Gocek,1-------,RL,3645N 02856E
TRGEB,TR,GEB,Gebze,123-----,RL,4047N 02925E
TRGEL,TR,GEL,Gelibolu,1-3-----,QQ,
TRGEM,TR,GEM,Gemlik,1-------,RL,4025N 02909E
TRGIR,TR,GIR,Giresun,1-------,RL,4055N 03823E
TRGKV,TR,GKV,Akçapinar,1-------,RL,3701N 02822E
TRGOR,TR,GOR,Görele,1-------,RL,4102N 03900E
TRGTA,TR,GTA,Galata,1-------,RL,
TRGUL,TR,GUL,Güllük,1-------,RL,3714N 02736E
TRGZE,TR,GZE,Gerze,1-------,AI,4138N 03611E
TRHAR,TR,HAR,Haramidere,1-------,QQ,
TRHAS,TR,HAS,Hasköy,1-------,RN,4102N 02858E
TRHAY,TR,HAY,Haydarpasa,1-3-----,QQ,
TRHER,TR,HER,Hereke,1-------,QQ,
TRHIS,TR,HIS,Hisarönü,1-3-----,RL,3647N 02808E
TRHOP,TR,HOP,Hopa,1-3-----,RL,4124N 04125E
TRIDM,TR,IDM,Isdemir,1-------,RL,3643N 03611E
TRIDS,TR,IDS,Icdas Jetty,1-------,RL,4027N 02718E
TRIGN,TR,IGN,Igneada,1-------,RL,4153N 02801E
TRINE,TR,INE,Inebolu,1-------,RL,4158N 03346E
TRISK,TR,ISK,Iskenderun,123-----,RL,3635N 03610E
TRIST,TR,IST,Istanbul,12345---,AI,4101N 02858E
TRIZM,TR,IZM,Izmir,12345---,AI,3825N 02709E
TRIZT,TR,IZT,Izmit,123-----,RL,4047N 02957E
TRKAR,TR,KAR,Kartal,1-------,QQ,
TRKAS,TR,KAS,Kas,1-------,RL,3611N 02938E
TRKBS,TR,KBS,Kabatas,123--6--,RL,4102N 02900E
TRKBY,TR,KBY,Karacabey,1-------,RN,
TRKFK,TR,KFK,Kefken,1-------,AI,4112N 03015E
TRKFZ,TR,KFZ,Körfez,123-----,RL,4047N 02944E
TRKKY,TR,KKY,Karaköy/Istambul,1-3-----,RL,4102N 02859E
TRKMR,TR,KMR,Kemer,1-3-----,RL,3635N 03033E
TRKMX,TR,KMX,Kumport,123-----,RL,4057N 02849E
TRKN2,TR,KN2,Konak,1-3-----,AA,3824N 02706E
TRKOC,TR,KOC,Kusukkuyu,1-------,RL,
TRKPE,TR,KPE,Kartepe,1-3-----,RL,4044N 02958E
TRKRB,TR,KRB,Karabiga,1-------,RL,4024N 02718E
TRKRS,TR,KRS,Karasu,1-3-----,RL,4104N 03047E
TRKRT,TR,KRT,Karatas,1----6--,RL,3633N 03523E
TRKSP,TR,KSP,Port of Karasu,1-------,RL,4107N 03040E
TRKUS,TR,KUS,Kusadasi,1-3-----,RL,3751N 02715E
TRLMA,TR,LMA,Limas,12------,RL,4043N 02953E
TRM47,TR,M47,Nusaybin,1-3-----,RL,3704N 04113E
TRMAD,TR,MAD,Mardas,123-----,RL,4101N 02857E
TRMAL,TR,MAL,Maltepe,1-------,RN,
TRMER,TR,MER,Mersin,123-----,RL,3643N 03438E
TRMFZ,TR,MFZ,Mersin-Free Zone,123-----,RL,3648N 03438E
TRMIM,TR,MIM,Mimarsinan,1-------,RL,4101N 02833E
TRMPT,TR,MPT,Marport,123-----,RL,
TRMRA,TR,MRA,Marmara Adasi,1-------,RL,4035N 02733E
TRMRM,TR,MRM,Marmaris,1-------,RL,3651N 02816E
TRMUD,TR,MUD,Mudanya,1-3-----,RL,4022N 02853E
TRMVG,TR,MVG,Manavgat,1-3-----,RL,3646N 03127E
TRNEM,TR,NEM,Nemrut Bay,1-------,RL,
TRODU,TR,ODU,Odunluk,1-------,QQ,
TRORD,TR,ORD,Ordu,1-------,RL,4059N 03752E
TRPEN,TR,PEN,Pendik,1-------,AI,
TRPLP,TR,PLP,Poliport,1-------,RL,3759N 04203E
TRPZR,TR,PZR,Pazar,1-------,AI,4110N 04053E
TRRIZ,TR,RIZ,Rize,1-------,RL,4102N 04029E
TRRZY,TR,RZY,Rota-Izmit Bay,1-------,RL,2943N 04046E
TRSER,TR,SER,Serviburun,1-------,QQ,
TRSIC,TR,SIC,Sinop,1--4----,AI,4201N 03508E
TRSIL,TR,SIL,Silivri,1-3-----,RL,4104N 02815E
TRSLE,TR,SLE,Sile,1-------,AI,4110N 02936E
TRSRL,TR,SRL,Saraylar,1-------,RL,4040N 02740E
TRSRS,TR,SRS,Sariseki,123-----,RL,3640N 03613E
TRSSX,TR,SSX,Samsun,1--4----,AI,4117N 03620E
TRSUR,TR,SUR,Surmene,1-------,RL,4054N 04007E
TRSUT,TR,SUT,Sutluce,1-------,RN,
TRTAS,TR,TAS,Tasucu,1-------,RL,3619N 03352E
TRTEK,TR,TEK,Tekirdag,1234----,AI,4058N 02731E
TRTGT,TR,TGT,"Toros Gubre Terminal, Gubre",123-----,RL,3655N 03559E
TRTIR,TR,TIR,Tirebolu,1-------,RL,4100N 03848E
TRTUR,TR,TUR,Turan,1-------,QQ,
TRTUT,TR,TUT,Tutunciftlik,1-------,QQ,
TRTUZ,TR,TUZ,Tuzla,1-------,RL,4050N 02915E
TRTZX,TR,TZX,Trabzon,1-34----,AI,4100N 03944E
TRUNY,TR,UNY,Ünye,1-------,RL,4108N 03717E
TRURL,TR,URL,Urla,1-------,RN,
TRUSK,TR,USK,Üsküdar,1-------,RN,4101N 02903E
TRVAK,TR,VAK,Vakfikebir,1-------,AI,4102N 03916E
TRYAL,TR,YAL,Yalova,1-3-----,RL,4039N 02916E
TRYAR,TR,YAR,Yarimca,1-------,QQ,
TRYIK,TR,YIK,Yesilovacik,1-------,RL,3612N 03340E
TRYPO,TR,YPO,Yilport,1-3-----,RL,4046N 02932E
TRZEY,TR,ZEY,Zeytinburnu,1-------,RN,
TRZON,TR,ZON,Zonguldak,1-------,RL,4127N 03147E
TTCHA,TT,CHA,Chaguaramas,1-------,QQ,
TTCHV,TT,CHV,Charlotteville,1-3-----,RL,1119N 06033W
TTCLA,TT,CLA,Claxton Bay,1-3-----,RL,1021N 06128W
TTCRN,TT,CRN,Carenage,1-3-----,RL,1041N 06136W
TTCVA,TT,CVA,Couva,1-3-----,RL,1025N 06127W
TTFPT,TT,FPT,Saint Mary's,1-3-----,RL,1013N 06132W
TTFRE,TT,FRE,Freeport,1-3-----,AM,1027N 06125W
TTGUA,TT,GUA,Guayaguayare,1-3-----,RL,1008N 06102W
TTLAB,TT,LAB,La Brea (Brighton),1-------,AI,
TTPLY,TT,PLY,Plymouth,1-------,RL,
TTPOS,TT,POS,Port-of-Spain,1--45---,AI,1039N 06131W
TTPTF,TT,PTF,Point Fortin,1-------,QQ,
TTPTG,TT,PTG,Point Galeota,1-------,QQ,
TTPTP,TT,PTP,Pointe a Pierre,1-------,QQ,
TTPTS,TT,PTS,Point Lisas,1-------,AI,
TTSCA,TT,SCA,Scarborough/Tobago,1-------,QQ,
TTSFE,TT,SFE,San Fernando,1-------,QQ,
TTTEM,TT,TEM,Tembladora,1--4----,QQ,
TVFUN,TV,FUN,Funafuti,1--45---,AI,
TWAPG,TW,APG,An Ping,1-------,RL,
TWBAL,TW,BAL,Bali,1-3-----,RL,2509N 12124E
TWBDA,TW,BDA,Budai,1-------,AA,2322N 12006E
TWHOP,TW,HOP,Hoping,1-------,RL,
TWHTC,TW,HTC,Hsin-t'ien,1-3-----,RL,
TWHUK,TW,HUK,Hukou,1-------,RL,2454N 12103E
TWHUN,TW,HUN,Hualien,1--4----,AI,
TWKEL,TW,KEL,Keelung (Chilung),1-------,QQ,
TWKHH,TW,KHH,Kaohsiung,1--4----,AI,
TWLGM,TW,LGM,Lung-men,1-------,RL,2334N 11940E
TWMAL,TW,MAL,Mai-Liai,1-------,RL,2345N 12015E
TWMLI,TW,MLI,Mai-liao,1-------,RL,2306N 12008E
TWNAN,TW,NAN,Nantou,1-3-----,RL,2354N 12041E
TWSHL,TW,SHL,Sha-lun,1-3-----,RL,2506N 12113E
TWSUO,TW,SUO,Suao,1-------,QQ,
TWTNN,TW,TNN,Tainan,1--4----,AI,
TWTPE,TW,TPE,Taipei,1--45---,AI,2502N 12131E
TWTTT,TW,TTT,Taitung,1--4----,AI,
TWTXG,TW,TXG,Taichung,1--4----,AI,
TWTYN,TW,TYN,Taoyuan,1-34----,RL,
TWWTU,TW,WTU,Wu-tu,123--6--,RL,2505N 12140E
TWYGE,TW,YGE,Ying-Ge,1-------,RL,
TWYLN,TW,YLN,Yunlin,1-------,RL,
TZDAR,TZ,DAR,Dar es Salaam,12345---,AI,0648S 03917E
TZIKW,TZ,IKW,Ikwiriri,1-3-----,RL,0759S 03901E
TZKAG,TZ,KAG,Kagera,1----6--,RL,0439S 03040E
TZKIK,TZ,KIK,Kilwa Kivinje,1-------,QQ,
TZKIM,TZ,KIM,Kilwa Masoko,1-------,QQ,
TZLDI,TZ,LDI,Lindi,1--4----,AI,
TZMIC,TZ,MIC,Michiuja,1-------,QQ,
TZMIK,TZ,MIK,Mikindani,1-------,QQ,
TZMKO,TZ,MKO,"Mkokotoni, Zanzibar",1-------,QQ,
TZMOH,TZ,MOH,Mohoro,1-------,QQ,
TZMTS,TZ,MTS,Mtsora,1-------,QQ,
TZMWZ,TZ,MWZ,Mwanza,1--4----,AI,0231S 03254E
TZMYW,TZ,MYW,Mtwara,1--4----,AI,
TZPAN,TZ,PAN,Pangani,1-------,QQ,
TZPMA,TZ,PMA,Pemba,1--4----,AI,
TZRIJ,TZ,RIJ,Rijiju,1-------,QQ,
TZSAM,TZ,SAM,Samanga,1-------,QQ,
TZTGT,TZ,TGT,Tanga,1--4----,AI,
TZTKQ,TZ,TKQ,Kigoma,1--4----,AI,
TZZNZ,TZ,ZNZ,Zanzibar,1--45---,AI,
UABGD,UA,BGD,Bilhorod-Dnistrovskyi,1-------,AA,4611N 03022E
UADSK,UA,DSK,Svitlovodsk,1-3-----,AA,4903N 03314E
