country_code,country_name,year,month,risk_month,conflict_index_real,governance_stability_score,governance_fragility_risk,sanctions_risk,trade_restriction_risk,geo_risk_score_real
,Myanmar,2022,9,2022-09-01,0.8325091916369631,0.06309494121172957,0.9369050587882705,0.1,0.1,0.6022299413518529
,Namibia,2022,9,2022-09-01,0.1876209306365624,0.06309494121172957,0.9369050587882705,0.1,0.1,0.3442746369516926
,Nauru,2022,9,2022-09-01,0.0,0.06309494121172957,0.9369050587882705,0.1,0.1,0.2692262646970676
,Nepal,2022,9,2022-09-01,0.42932122289915736,0.06309494121172957,0.9369050587882705,0.1,0.1,0.4409547538567306
,New Caledonia,2022,9,2022-09-01,0.14058908560503122,0.06309494121172957,0.9369050587882705,0.1,0.1,0.3254618989390801
,New Zealand,2022,9,2022-09-01,0.2646204690482336,0.06309494121172957,0.9369050587882705,0.1,0.1,0.3750744523163611
,Niger,2022,9,2022-09-01,0.5207260989594134,0.06309494121172957,0.9369050587882705,0.1,0.1,0.47751670428083304
,Nigeria,2022,9,2022-09-01,0.6856803238820821,0.06309494121172957,0.9369050587882705,0.1,0.1,0.5434983942499005
,North Korea,2022,9,2022-09-01,0.27007271829387053,0.06309494121172957,0.9369050587882705,0.1,0.1,0.37725535201461585
,Pakistan,2022,9,2022-09-01,0.6842960198301494,0.06309494121172957,0.9369050587882705,0.1,0.1,0.5429446726291274
,Papua New Guinea,2022,9,2022-09-01,0.3572044122989815,0.06309494121172957,0.9369050587882705,0.1,0.1,0.41210802961666027
,Philippines,2022,9,2022-09-01,0.5019036739851281,0.06309494121172957,0.9369050587882705,0.1,0.1,0.46998773429111895
,Republic of Congo,2022,9,2022-09-01,0.14925657735196102,0.06309494121172957,0.9369050587882705,0.1,0.1,0.32892889563785205
,Reunion,2022,9,2022-09-01,0.1981162501851358,0.06309494121172957,0.9369050587882705,0.1,0.1,0.348472764771122
,Rwanda,2022,9,2022-09-01,0.2006831493288577,0.06309494121172957,0.9369050587882705,0.1,0.1,0.34949952442861076
,Sao Tome and Principe,2022,9,2022-09-01,0.14906545792245116,0.06309494121172957,0.9369050587882705,0.1,0.1,0.3288524478660481
,Senegal,2022,9,2022-09-01,0.20522895805695734,0.06309494121172957,0.9369050587882705,0.1,0.1,0.3513178479198506
,Sierra Leone,2022,9,2022-09-01,0.12417383207605293,0.06309494121172957,0.9369050587882705,0.1,0.1,0.3188957975274888
,Somalia,2022,9,2022-09-01,0.7070148730904937,0.06309494121172957,0.9369050587882705,0.1,0.1,0.5520322139332652
,South Africa,2022,9,2022-09-01,0.5130029139318374,0.06309494121172957,0.9369050587882705,0.1,0.1,0.4744274302698026
,South Korea,2022,9,2022-09-01,0.47849134825412,0.06309494121172957,0.9369050587882705,0.1,0.1,0.4606228039987157
,South Sudan,2022,9,2022-09-01,0.5475405854514348,0.06309494121172957,0.9369050587882705,0.1,0.1,0.4882424988776416
